"ID","Title","Address","SystemID","timestamp","claimed"
335,Περιοδεία,"",2,2021-01-31 10:30:59.000,false
336,Studio Μαυρομιχάλη,"",2,2021-01-31 10:30:59.000,false
337,Θέατρο Φούρνος,"",2,2021-01-31 10:30:59.000,false
338,Σύγχρονο Θέατρο,"",2,2021-01-31 10:30:59.000,false
339,Θέατρο Αργώ,"",2,2021-01-31 10:30:59.000,false
340,Θέατρο Τζένη Καρέζη,"",2,2021-01-31 10:30:59.000,false
341,ΝΕΟΣ Ακάδημος,"",2,2021-01-31 10:30:59.000,false
342,Θέατρο Eliart,"",2,2021-01-31 10:30:59.000,false
343,Life Theater,"",2,2021-01-31 10:30:59.000,false
344,Θέατρο Δημήτρης Χορν,"",2,2021-01-31 10:30:59.000,false
345,Από Μηχανής Θέατρο - Πάνω Σκηνή,"",2,2021-01-31 10:31:00.000,false
346,"Γήπεδο TAE KWON DO, Φάληρο","",2,2021-01-31 10:31:00.000,false
347,Θέατρο Κάτω,"",2,2021-01-31 15:48:31.000,false
348,ΦΙΓΟΥΡΕΣ & ΚΟΥΚΛΕΣ,"",2,2021-01-31 15:48:32.000,false
349,ONLINE,"",2,2021-01-31 15:48:32.000,false
350,Από Μηχανής Θέατρο - Κάτω Σκηνή,"",2,2021-01-31 15:48:32.000,false
351,Life Theater,"",2,2021-01-31 15:48:32.000,false
352,Πολυχώρος Λιπασμάτων Δραπετσώνας,"",2,2021-01-31 15:48:32.000,false
353,Θέατρο Από Κοινού,"",2,2021-01-31 15:48:32.000,false
354,TAE KWON DO,"",2,2021-01-31 15:48:32.000,false
355,Christmas Theater,"",2,2021-01-31 15:48:32.000,false
356,Θέατρο Τζένη Καρέζη,"",2,2021-01-31 15:48:32.000,false
357,Περιοδεία,"",2,2021-01-31 15:48:32.000,false
358,Θέατρο Eliart,"",2,2021-01-31 15:48:32.000,false
359,Θέατρο Σημείο,"",2,2021-01-31 15:48:32.000,false
360,Σύγχρονο Θέατρο,"",2,2021-01-31 15:48:32.000,false
361,ΝΕΟΣ Ακάδημος,"",2,2021-01-31 15:48:32.000,false
362,"Γήπεδο TAE KWON DO, Φάληρο","",2,2021-01-31 15:48:32.000,false
363,Θέατρο Αργώ,"",2,2021-01-31 15:48:32.000,false
364,Από Μηχανής Θέατρο - Πάνω Σκηνή,"",2,2021-01-31 15:48:32.000,false
365,Θέατρο Φούρνος,"",2,2021-01-31 15:48:32.000,false
366,Πολλαπλοί Χώροι,"",2,2021-01-31 15:48:32.000,false
367,Θέατρο Μικρό Χορν,"",2,2021-01-31 15:48:32.000,false
368,Studio Μαυρομιχάλη,"",2,2021-01-31 15:48:32.000,false
369,Θέατρο Δημήτρης Χορν,"",2,2021-01-31 15:48:32.000,false
370,Alex Cinema,Πόρτο Ράφτη,2,2021-03-05 17:31:20.000,false
371,TAE KWON DO,"",2,2021-03-05 17:40:22.000,false
372,Θέατρο Φούρνος,"",2,2021-03-05 17:40:22.000,false
373,Σύγχρονο Θέατρο,"",2,2021-03-05 17:40:22.000,false
374,Από Μηχανής Θέατρο - Κάτω Σκηνή,"",2,2021-03-05 17:40:22.000,false
375,Πολυχώρος Λιπασμάτων Δραπετσώνας,"",2,2021-03-05 17:40:22.000,false
376,ΦΙΓΟΥΡΕΣ & ΚΟΥΚΛΕΣ,"",2,2021-03-05 17:40:22.000,false
377,Θέατρο Κάτω,"",2,2021-03-05 17:40:22.000,false
378,Περιοδεία,"",2,2021-03-05 17:40:22.000,false
379,Studio Μαυρομιχάλη,"",2,2021-03-05 17:40:22.000,false
380,Από Μηχανής Θέατρο - Πάνω Σκηνή,"",2,2021-03-05 17:40:22.000,false
381,Θέατρο Μικρό Χορν,"",2,2021-03-05 17:40:22.000,false
382,Θέατρο Eliart,"",2,2021-03-05 17:40:22.000,false
383,"Γήπεδο TAE KWON DO, Φάληρο","",2,2021-03-05 17:40:23.000,false
384,Christmas Theater,"",2,2021-03-05 17:40:23.000,false
385,ONLINE,"",2,2021-03-05 17:40:23.000,false
386,Θέατρο Τζένη Καρέζη,"",2,2021-03-05 17:40:23.000,false
387,ΝΕΟΣ Ακάδημος,"",2,2021-03-05 17:40:23.000,false
388,Life Theater,"",2,2021-03-05 17:40:23.000,false
300,Online,Online,2,2023-09-25 13:43:47.000,true
305,Σύγχρονο Θέατρο,"Κεραμεικός, Αττικήv",2,2021-01-31 10:18:48.000,false
303,Θέατρο Μικρό Χορνk test 2,"Κολωνάκι, Αττικήj",2,2021-01-31 10:17:04.000,false
302,Νέος Ακάδημος edit,"Athens, Αττική",2,2021-01-31 08:37:35.000,true
389,Από Μηχανής Θέατρο - Πάνω Σκηνή,"",2,2021-03-31 15:03:42.000,false
390,Περιοδεία,"",2,2021-03-31 15:03:42.000,false
391,Θέατρο Φούρνος,"",2,2021-03-31 15:03:42.000,false
392,Σύγχρονο Θέατρο,"",2,2021-03-31 15:03:42.000,false
393,Θέατρο Μικρό Χορν,"",2,2021-03-31 15:03:42.000,false
394,Θέατρο Eliart,"",2,2021-03-31 15:03:42.000,false
395,TAE KWON DO,"",2,2021-03-31 15:03:42.000,false
396,Θέατρο Κάτω,"",2,2021-03-31 15:03:43.000,false
397,Θέατρο Τζένη Καρέζη,"",2,2021-03-31 15:03:43.000,false
398,ONLINE,"",2,2021-03-31 15:03:43.000,false
399,Christmas Theater,"",2,2021-03-31 15:03:43.000,false
400,ΦΙΓΟΥΡΕΣ & ΚΟΥΚΛΕΣ,"",2,2021-03-31 15:03:43.000,false
401,Studio Μαυρομιχάλη,"",2,2021-03-31 15:03:43.000,false
402,Life Theater,"",2,2021-03-31 15:03:43.000,false
403,"Γήπεδο TAE KWON DO, Φάληρο","",2,2021-03-31 15:03:43.000,false
404,Από Μηχανής Θέατρο - Κάτω Σκηνή,"",2,2021-03-31 15:03:43.000,false
405,Πολυχώρος Λιπασμάτων Δραπετσώνας,"",2,2021-03-31 15:03:43.000,false
406,Streaming,Online,2,2021-05-08 17:23:16.000,false
407,Streaming,"",2,2021-05-08 17:30:59.000,false
408,Πολυχώρος Λιπασμάτων Δραπετσώνας,"",2,2021-05-08 17:30:59.000,false
409,Θέατρο Κάτω,"",2,2021-05-08 17:30:59.000,false
410,Christmas Theater,"",2,2021-05-08 17:30:59.000,false
411,Περιοδεία,"",2,2021-05-08 17:30:59.000,false
412,"Γήπεδο TAE KWON DO, Φάληρο","",2,2021-05-08 17:30:59.000,false
413,Από Μηχανής Θέατρο - Κάτω Σκηνή,"",2,2021-05-08 17:30:59.000,false
414,TAE KWON DO,"",2,2021-05-08 17:30:59.000,false
415,ONLINE,"",2,2021-05-08 17:30:59.000,false
416,Από Μηχανής Θέατρο - Πάνω Σκηνή,"",2,2021-05-08 17:30:59.000,false
417,Βεάκειο Θέατρο,"Πειραιάς, Αττική",2,2021-06-08 18:21:42.000,false
418,ΤΟ ΑΛΣΟΣ,"Κυψέλη, Αττική",2,2021-06-08 18:22:16.000,false
419,Θέατρο Βράχων Μελίνα Μερκούρη,"Βύρωνας, Αττική",2,2021-06-08 18:22:41.000,false
420,Εργοστάσιο Τέχνης,"Πάτρα, Αχαΐα",2,2021-06-08 18:22:42.000,false
421,Δημοτικό Θέατρο Κέρκυρας,Κέρκυρα,2,2021-06-08 18:22:42.000,false
422,Θέατρο Κήπου,Θεσσαλονίκη,2,2021-06-08 18:22:43.000,false
423,Υπαίθριο Δημοτικό Θέατρο Φρούριο,Τρίκαλα,2,2021-06-08 18:22:44.000,false
424,Δημοτικό Κηποθέατρο Παπάγου,"Παπάγου, Αττική",2,2021-06-08 18:22:45.000,false
425,Θέατρο Πέτρας,"Πετρούπολη, Αττική",2,2021-06-08 18:22:46.000,false
426,Θέατρο «Γ. Παππάς»,"Αίγιο, Αχαΐα",2,2021-06-08 18:22:46.000,false
427,Θέατρο Αρχαίας Ηλιδας,"Ηλιδα, Ηλεία",2,2021-06-08 18:22:47.000,false
428,Δημοτικό θέατρο του Άλσους (Δ. Κιντής),Ηλιούπολη,2,2021-06-08 18:23:12.000,false
429,Αθλητικό & Πολιτιστικό Πάρκο Νέας Μάκρης,Νέα Μάκρη,2,2021-06-08 18:23:12.000,false
430,Ανοιχτό θέατρο Βασίλης Γεωργιάδης,Ξυλόκαστρο,2,2021-06-08 18:23:13.000,false
431,Θέατρο Μον Ρεπό Ρένα Βλαχοπούλου,Κέρκυρα,2,2023-09-25 13:21:50.000,false
432,Θέατρο Κάστρου Καβάλας,Καβάλα,2,2021-06-08 18:23:14.000,false
433,Ανοιχτό Θέατρο Φρουρίου Καβάλας,Καβάλα,2,2021-06-08 18:23:26.000,false
434,Θέατρο Λόφου,Κιλκίς,2,2021-06-08 18:23:27.000,false
435,Θέατρο Αλτιναλμάζη,Αλεξανδρούπολη,2,2021-06-08 18:23:27.000,false
436,Δημοτικό Θέατρο Κομοτηνής,Κομοτηνή,2,2021-06-08 18:23:28.000,false
437,Ανοιχτό Θέατρο Συκεών Μάνος Κατράκης,Θεσσαλονίκη,2,2023-09-25 13:21:50.000,false
438,Θερινό Δημοτικό Αμφιθέατρο Ξάνθης,Ξάνθη,2,2021-06-08 18:23:29.000,false
439,Ανοιχτό Θέατρο Γιαννιτσών,Γιαννιτσά,2,2021-06-08 18:23:29.000,false
440,ΘΕΡΙΝΟ ΔΗΜΟΤΙΚΟ ΘΕΑΤΡΟ ΚΟΖΑΝΗΣ,Κοζάνη,2,2021-06-08 18:23:30.000,false
441,Δημοτικό Κηποθέατρο Γιάννης Ρίτσος,Πρέβεζα,2,2023-09-25 13:21:50.000,false
442,Υπαίθριο Θέατρο ΕΗΜ Ιωάννινα,Ιωάννινα,2,2021-06-08 18:23:31.000,false
443,Υπαίθριο Δημοτικό Θέατρο Τρικάλων,Τρίκαλα,2,2021-06-08 18:23:32.000,false
444,Υπαίθριο Θέατρο Δελφών Φρύνιχος,Δελφοί,2,2023-09-25 13:21:50.000,false
445,Ανοιχτό Θέατρο Πολυγύρου,Πολύγυρος,2,2021-06-08 18:23:32.000,false
446,Θερινό Cine Victoria,Νέοι Πόροι,2,2021-06-08 18:23:33.000,false
447,Θέατρο Ερωφίλη,Ρέθυμνο,2,2023-09-25 13:21:50.000,false
448,Θέατρο Ανατολικής Τάφρου,Χανιά,2,2021-06-08 18:23:34.000,false
449,Τεχνολογικό και Πολιτιστικό Πάρκο,Λαύριο,2,2021-06-08 18:23:35.000,false
450,Κηποθέατρο Νίκαιας,Νίκαια,2,2021-06-08 18:23:36.000,false
451,Θέατρο ΔΕΛΦΙΝΑΡΙΟ,Πειραιάς,2,2021-06-08 18:23:49.000,false
452,Ανοιχτό Θέατρο Ορεστιάδας,Ορεστιάδα,2,2021-06-08 18:24:11.000,false
453,Κιν/θέατρο Τα χρόνια της αθωότητας,Λαύριο,2,2021-06-08 18:24:12.000,false
454,Ελληνίς 1,Θεσσαλονίκη,2,2021-06-08 18:24:13.000,false
455,Cine Μαρίνα,Αίγινα,2,2021-06-08 18:24:13.000,false
456,Θερινό κινημ/τρο ΣΤΑΡ,Βέροια,2,2021-06-08 18:24:14.000,false
457,ΠΑΡΚΟ ΕΚΤΑΚΤΩΝ ΑΝΑΓΚΩΝ,Πτολεμαΐδα,2,2021-06-08 18:24:14.000,false
458,Θέατρο Λενταριανών,Χανιά,2,2021-06-08 18:24:14.000,false
459,Θέατρο Μυθωδία,Ρέθυμνο,2,2021-06-08 18:24:15.000,false
460,Πλαζ ΕΟΤ,Άγιος Νικόλαος,2,2021-06-08 18:24:15.000,false
461,Τεχνόπολις Ηρακλείου Κρήτης,Ηράκλειο,2,2021-06-08 18:24:16.000,false
462,Κηποθέατρο Άγγελος Σικελιανός,Λευκάδα,2,2021-06-08 18:24:16.000,false
463,Θέατρο Καστρομηνά Μίκης Θεοδωράκης,Χίος,2,2023-09-25 13:21:50.000,false
464,Τριανόν Cinemax,Σαρωνίδα,2,2021-06-08 18:24:17.000,false
465,Θέατρο Αθηνά,Θερινό,2,2021-06-08 18:24:28.000,false
466,Θέατρο Λαμπέτη Ταράτσα 2021,"Αθήνα, Αττική",2,2021-06-08 18:25:29.000,false
1343,Six D.O.G.S,"",2,2022-01-19 20:21:44.000,false
467,"3ο Γυμνάσιο Ιεράπετρας, Κύρβεια","Ιεράπετρα, Λασίθι",2,2021-06-08 18:25:32.000,false
468,Σινέ Γαλάτσι,Θερινός,2,2021-06-08 18:25:49.000,false
469,ΚΙΝ/ΘΕΑΤΡΟ ΕΞΩΡΑΙΣΤΙΚΗ,Βόλος,2,2021-06-08 18:25:51.000,false
470,Σινέ Πυλαία,Πυλαία,2,2021-06-08 18:25:52.000,false
471,Θερινός Κινηματογράφος Ωραιόκαστρο,Ωραιόκαστρο,2,2021-06-08 18:25:52.000,false
472,Θέατρο Ορέστης Μακρής,"Χαλκίδα, Εύβοια",2,2021-06-08 18:26:22.000,false
473,Ανοιχτό Θέατρο Ν. Ιωνίας Βόλου,"Βόλος, Μαγνησία",2,2021-06-08 18:26:23.000,false
474,Cine Victoria,Πλαταμώνας,2,2021-06-08 18:26:24.000,false
547,Σινέ Κοράλλι,Σαρωνίδα,2,2021-06-15 15:18:05.000,false
475,Αμφιθέατρο Νέων Μουδανιών,"Μουδανιά, Χαλκιδική",2,2021-06-08 18:26:25.000,false
476,Δημοτικό Θέατρο Πάρκου Κατερίνης,"Κατερίνη, Πιερία",2,2021-06-08 18:26:25.000,false
477,Κηποθέατρο Αλκαζάρ,Λάρισα,2,2021-06-08 18:26:26.000,false
478,Μίμης Φωτόπουλος Δημ. Κινηματογράφος,Θερινός,2,2021-06-08 18:26:46.000,false
479,Cine Παράδεισος,Κορυδαλλός,2,2021-06-08 18:26:47.000,false
480,Δημοτικός Κινηματογράφος Αιολία,Καισαριανή,2,2021-06-08 18:26:47.000,false
481,Θερινό Κιν/θέατρο Γέρακας,Γέρακας,2,2021-06-08 18:27:06.000,false
482,Ελληνίς Cinemax,Θερινός,2,2021-06-08 18:27:07.000,false
483,Ευριπίδειο Θέατρο Ρεματιάς,Χαλάνδρι,2,2021-06-08 18:27:07.000,false
484,Δημοτικό Κηποθέατρο Αλκαζάρ,Λάρισα,2,2021-06-08 18:27:08.000,false
485,Καβάσιλα,Καβάσιλα,2,2021-06-08 18:27:10.000,false
486,Θέατρο Μεσαιωνικής Τάφρου,Ρόδος,2,2021-06-08 18:27:11.000,false
487,Θέατρο Κάστρου Μυτιλήνης,Μυτιλήνη,2,2021-06-08 18:27:12.000,false
489,Κηποθέατρο Ν. Καζαντζάκης,Ηράκλειο,2,2021-06-08 18:27:14.000,false
490,Άλσος Χλουβεράκη,Σητεία,2,2021-06-08 18:27:15.000,false
491,Αμφιθέατρο Σίβηρης,Κασσάνδρα,2,2021-06-08 18:27:15.000,false
492,Θερινό Δημοτικό Θέατρο,Λαμία,2,2021-06-08 18:27:35.000,false
493,Υπαίθριο Δημοτικό Θέατρο Κοζάνης,Κοζάνη,2,2021-06-08 18:27:35.000,false
494,Θέατρο Βουνού,Καστοριά,2,2021-06-08 18:27:38.000,false
495,Θερινό Δημοτικό Θέατρο Νάουσας,Νάουσα,2,2021-06-08 18:27:39.000,false
496,Κινηματογράφος Αθηναία,Χαλκούτσι,2,2021-06-08 18:27:41.000,false
497,Αύλειος Χώρος ΞΕΝΙΑ,Αργοστόλι,2,2021-06-08 18:27:43.000,false
498,Ανοιχτό Θέατρο Καβασίλων,Κυλλήνη,2,2021-06-08 18:27:43.000,false
499,Ανοιχτό Θέατρο Μουδανιών,Μουδανιά,2,2021-06-08 18:27:45.000,false
500,ΘΕΡΙΝΟ ΑΜΦΙΘΕΑΤΡΟ ΑΣΠΡΟΒΑΛΤΑΣ,Ασπροβάλτα,2,2021-06-08 18:27:45.000,false
501,Θέατρο Αλίκη Βουγιουκλάκη,Βριλήσσια,2,2023-09-25 13:21:50.000,false
502,Αμφιθέατρο Κάστρου Καλαμάτας,Καλαμάτα,2,2021-06-08 18:27:48.000,false
503,"Θέατρο Χυτήριο, Προαύλιο",Αθήνα,2,2021-06-08 18:28:08.000,false
504,Θερινός κινηματογράφος Αριάν,Γλυφάδα,2,2021-06-08 18:28:50.000,false
505,Θέατρο Κεκρωπία «Φαίδωνας Γεωργίτσης»,Κορωπί,2,2021-06-08 18:28:51.000,false
506,Κηποθέατρο Μ. Χατζιδάκις,Ηράκλειο,2,2021-06-08 18:29:02.000,false
507,Εκθεσιακό Κέντρο Άρτας,Άρτα,2,2021-06-09 14:14:49.000,false
508,Υπαίθριο θέατρο ΕΗΜ,Φρόντζου,2,2021-06-09 14:14:49.000,false
509,Θέατρο Δάσους,Θεσσαλονίκη,2,2021-06-09 14:14:52.000,false
510,Αρχαίο Θέατρο Δίου,"Δίον, Πιερία",2,2021-06-09 14:14:52.000,false
511,Θέατρο Γαβαλιώτισσας,"Έδεσσα, Πέλλα",2,2021-06-09 14:14:53.000,false
512,Θέατρο Δελφών Φρύνιχος,"Δελφοί, Φωκίδα",2,2023-09-25 13:21:50.000,false
513,Αρχαίο Θέατρο Μεσσήνης,"Μεσσήνη, Μεσσηνία",2,2021-06-09 14:16:05.000,false
514,Αρχαίο Θέατρο Φιλίππων,Καβάλα,2,2021-06-09 14:16:07.000,false
515,Μικρό Κηποθέατρο Μάνος Χατζιδάκις,Ηράκλειο,2,2021-06-09 14:21:34.000,false
516,θερινό Σινεμά Χριστίνα,"Άγιος Νικόλαος, Λασίθι",2,2021-06-09 14:21:36.000,false
517,Θεατρο Αλεξης Μινωτης,"Πλατανιάς, Χανιά",2,2021-06-09 14:21:37.000,false
518,Αύλειος χώρος 1ου Δημοτικού Σχολείου,"Κίσσαμος, Χανιά",2,2021-06-09 14:21:37.000,false
519,Θέατρο Δημοτικού Σχολείου,"Παλαιόχωρα, Χανιά",2,2021-06-09 14:21:37.000,false
520,Αμφιθέατρο Μαχαιρών Αποκορώνου,"Μαχαιροί, Χανιά",2,2021-06-09 14:21:38.000,false
521,Θερινό θέατρο σκιών Τάσου Κώνστα,"Φάληρο, Αττική",2,2021-06-09 14:22:00.000,false
522,Δημοτικό Θέατρο Αλέξης Μινωτής,"Αιγάλεω, Αττική",2,2023-09-25 13:21:50.000,false
523,East Moat Theater,Χανιά,2,2021-06-15 14:23:16.000,false
524,Κατράκειο Θέατρο Νίκαιας,"Αγ. Ιωάννης Ρέντης, Αττική",2,2021-06-15 14:23:57.000,false
525,Θέατρο Νταμάρι,Αλίκη Βουγιουκλάκη,2,2021-06-15 14:23:58.000,false
526,Ευριπίδειο Θέατρο Σαλαμίνας,"Σαλαμίνα, Αττική",2,2021-06-15 14:24:04.000,false
527,Θέατρο Γης,Θεσσαλονίκη,2,2021-06-15 14:26:26.000,false
528,Ανοιχτό Θέατρο Μητρόπολης,Καρδίτσα,2,2021-06-15 14:26:28.000,false
529,Κινηματοθέατρο VALIA,"Άργος, Αργολίδα",2,2021-06-15 14:28:55.000,false
530,Αμαξοστοιχία,Θέατρο το Τρένο στο Ρουφ,2,2021-06-15 14:29:07.000,false
531,Δημοτικός Κιν/φος Ελληνίς,"Αγρίνιο, Αιτωλοακαρνανία",2,2021-06-15 14:29:21.000,false
532,Θέατρο Άλσους «Μελίνα Μερκούρη»,"Βέροια, Ημαθία",2,2021-06-15 14:29:23.000,false
533,Royal Theater,"Πάτρα, Αχαΐα",2,2021-06-15 14:29:24.000,false
534,Πορφυριάδα,"Καρλόβασι, Σάμος",2,2021-06-15 14:29:26.000,false
535,Αρχαίο θέατρο Πυθαγορείου,"Πυθαγόρειο Σάμου, Σάμος",2,2021-06-15 14:29:27.000,false
536,Θέατρο Κάστρου,"Καλαμάτα, Μεσσηνία",2,2021-06-15 14:29:28.000,false
537,Ανοιχτό Θέατρο Γκράβας,Αθήνα,2,2021-06-15 14:29:59.000,false
538,Cinerama Digital Cinema,Παλαιό Φάληρο,2,2021-06-15 15:14:05.000,false
539,Κινηματογράφος Ορφέας,Σαρωνίδα,2,2021-06-15 15:14:06.000,false
540,Communitism (ταράτσα),Μεταξουργείο,2,2021-06-15 15:14:37.000,false
541,Θέατρο Ν. Ιωνίας,"Βόλος, Μαγνησία",2,2021-06-15 15:15:02.000,false
542,Ferry,Boat Σπυρίδων Σ.,2,2021-06-15 15:16:18.000,false
543,Φεστιβάλ Οίτης Λαμία,Υπάτη Λαμίας,2,2021-06-15 15:16:18.000,false
544,Θέατρο Αυλιδείας Αρτέμιδας,Αυλίδα,2,2021-06-15 15:16:19.000,false
545,Θέατρο Επταπυργίου,(Γεντί Κουλέ),2,2021-06-15 15:17:03.000,false
546,Δημοτικός κιν/φος Αγίων Αναργύρων ΟΝΑΡ,Άγιοι Ανάργυροι,2,2021-06-15 15:18:04.000,false
548,Κάναβα Ρούσσος,Σαντορίνη,2,2021-06-15 15:18:07.000,false
549,Έπαυλη Τσιροπινά,Σύρος,2,2021-06-15 15:18:07.000,false
550,Σινέ Κέκρωψ,Κορωπί,2,2021-06-15 15:18:08.000,false
551,Προαύλιο 2ου Δημοτικού Σχολείου Αίγινας,Αίγινα,2,2021-06-15 15:18:08.000,false
552,Κιν/θέατρο Ρία,Κιν/θέατρο Ρία,2,2021-06-15 15:18:09.000,false
553,Γυμνάσιο Μύρινας,Λήμνος,2,2021-06-15 15:19:33.000,false
554,Ανοιχτό Θεατράκι οδού Περικλέους,Εύοσμος,2,2021-06-15 15:20:37.000,false
555,Δημοτικός Κινηματογράφος Αλέκα,Ζωγράφου,2,2021-06-15 15:20:51.000,false
556,Δημοτικός Cine Δάφνη,Δάφνη,2,2021-06-15 15:20:52.000,false
557,ΦΙΛΙΠ,Θερινό Δημοτικό κιν/θέατρο Νέας Σμύρνης,2,2021-06-15 15:20:52.000,false
558,Cine Αρκαδία,Βύρωνας,2,2021-06-15 15:20:53.000,false
559,Θεατράκι Λιμένα Μεσολογγίου,"Μεσολόγγι, Αιτωλοακαρνανία",2,2021-07-27 15:40:52.000,false
560,Θέατρο Άλσους Αγίου Γεωργίου,"Τρίπολη, Αρκαδία",2,2021-07-27 15:40:56.000,false
561,Αρχαία Ήλιδα,"Αμαλιάδα, Ηλεία",2,2021-07-27 15:40:57.000,false
562,Θέατρο Αλίκη Βουγιουκλάκη,"Βριλήσσια, Αττική",2,2021-07-27 15:41:23.000,false
563,Θέατρο Παλλάς,"Αθήνα, Αττική",2,2021-07-27 15:42:01.000,false
564,Αμφιθέατρο Πολιτιστικού & Αθλητικού Πάρκου,"Νέα Μάκρη, Αττική",2,2021-07-27 15:43:04.000,false
565,Αλίκη Βουγιουκλάκη,"Βριλήσσια, Αττική",2,2021-07-27 15:43:10.000,false
566,Θέατρο Θαν. Βέγγος,"Κορυδαλλός, Αττική",2,2021-07-27 15:43:11.000,false
567,Σαϊνοπούλειο,"Σπάρτη, Λακωνία",2,2021-07-27 15:43:39.000,false
568,Θέατρο ΗΒΗ,"Ψυρρή, Αττική",2,2021-07-27 15:44:26.000,false
569,Θέατρο Αλσους Μελίνα Μερκούρη,"Βέροια, Ημαθία",2,2021-07-27 15:44:56.000,false
570,Ακόντισμα,Πολυχώρος Πολιτισμού,2,2021-07-27 15:46:24.000,false
571,Θέατρο Φλόκα,"Αρχαία Ολυμπία, Ηλεία",2,2021-07-27 15:46:34.000,false
572,Ανοιχτό θέατρο Κιλκίς,Κιλκίς,2,2021-07-27 15:46:40.000,false
573,Θέατρο Άλσους Βέροιας,"Βέροια, Ημαθία",2,2021-07-27 15:46:42.000,false
574,Φρούριο Καβάλας,Καβάλα,2,2021-07-27 15:50:21.000,false
575,Πολιτιστικό & Αθλητικό Πάρκο Νέας Μάκρης,"Νέα Μάκρη, Αττική",2,2021-07-27 15:50:22.000,false
576,ΘΕΑΤΡΟ ΜΙΚΗΣ ΘΕΟΔΩΡΑΚΗΣ,"Αχαρνές, Αττική",2,2021-07-27 15:50:29.000,false
577,Θέατρο στον Κουμάρο,Τήνος,2,2021-07-27 15:50:46.000,false
578,Θέατρο Τεχνόπολις Ηράκλειο,Ηράκλειο,2,2021-07-27 15:51:28.000,false
579,Θέατρο Αλσύλιο Κουλε,"Μοίρες, Ηράκλειο",2,2021-07-27 15:51:30.000,false
580,Πολιτιστικό Kέντρο Φλώρινας,Φλώρινα,2,2021-07-27 15:51:34.000,false
581,Ανοικτό Θέατρο Δήμου Σερρών,Σέρρες,2,2021-07-27 15:51:38.000,false
582,ΣΙΝΕ ΑΛΕΞΑΝΔΡΟΣ,Δράμα,2,2021-07-27 15:51:39.000,false
583,Υπαίθριο Θέατρο Καστράκι,Γρεβενά,2,2021-07-27 15:51:41.000,false
584,Ορφέας Δημοτικός Θερινός Κινηματογράφος,Άρτα,2,2021-07-27 15:51:53.000,false
585,Δημοτικό Θέατρο Νέας Ιωνίας,"Βόλος, Μαγνησία",2,2021-07-27 15:51:55.000,false
586,Ανοιχτό θέατρο Πύλη Βηθλεέμ,Ηράκλειο,2,2021-07-27 15:52:37.000,false
587,Δημοτικό Σχολείο Καλλονής,Καλλονή,2,2021-07-27 15:52:49.000,false
588,Θερινό Θεατράκι Μαρίνας,Μυτιλήνη,2,2021-07-27 15:52:50.000,false
589,Νέο Στάδιο Ανταγόρας,Κως,2,2021-07-27 15:52:52.000,false
