"ID","ProductionID","VenueID","DateEvent","PriceRange","SystemID","Timestamp","claimed"
92,618,465,2021-06-25 21:30:00.000,"14€",2,2021-06-08 18:24:30.000,false
93,618,465,2021-06-26 21:30:00.000,"14€",2,2021-06-08 18:24:31.000,false
94,618,465,2021-06-27 21:30:00.000,"14€",2,2021-06-08 18:24:31.000,false
95,618,465,2021-07-01 21:30:00.000,"14€",2,2021-06-08 18:24:31.000,false
96,618,465,2021-07-02 21:30:00.000,"14€",2,2021-06-08 18:24:32.000,false
97,618,465,2021-07-03 21:30:00.000,"14€",2,2021-06-08 18:24:32.000,false
98,618,465,2021-07-04 21:30:00.000,"14€",2,2021-06-08 18:24:32.000,false
99,618,465,2021-07-08 21:30:00.000,"14€",2,2021-06-08 18:24:33.000,false
101,618,465,2021-07-10 21:30:00.000,"14€",2,2021-06-08 18:24:33.000,false
102,618,465,2021-07-11 21:30:00.000,"14€",2,2021-06-08 18:24:34.000,false
103,618,465,2021-07-15 21:30:00.000,"14€",2,2021-06-08 18:24:34.000,false
104,618,465,2021-07-16 21:30:00.000,"14€",2,2021-06-08 18:24:34.000,false
105,618,465,2021-07-17 21:30:00.000,"14€",2,2021-06-08 18:24:34.000,false
106,618,465,2021-07-18 21:30:00.000,"14€",2,2021-06-08 18:24:35.000,false
107,618,465,2021-07-22 21:30:00.000,"14€",2,2021-06-08 18:24:35.000,false
108,618,465,2021-07-23 21:30:00.000,"14€",2,2021-06-08 18:24:35.000,false
109,618,465,2021-07-24 21:30:00.000,"14€",2,2021-06-08 18:24:36.000,false
110,618,465,2021-07-25 21:30:00.000,"14€",2,2021-06-08 18:24:36.000,false
111,618,465,2021-07-29 21:30:00.000,"14€",2,2021-06-08 18:24:36.000,false
112,618,465,2021-07-30 21:30:00.000,"14€",2,2021-06-08 18:24:37.000,false
113,618,465,2021-07-31 21:30:00.000,"14€",2,2021-06-08 18:24:37.000,false
114,618,465,2021-08-01 21:30:00.000,"14€",2,2021-06-08 18:24:37.000,false
115,618,465,2021-08-05 21:30:00.000,"14€",2,2021-06-08 18:24:38.000,false
116,618,465,2021-08-06 21:30:00.000,"14€",2,2021-06-08 18:24:38.000,false
117,618,465,2021-08-07 21:30:00.000,"14€",2,2021-06-08 18:24:38.000,false
118,618,465,2021-08-08 21:30:00.000,"14€",2,2021-06-08 18:24:38.000,false
119,618,465,2021-08-19 21:30:00.000,"14€",2,2021-06-08 18:24:39.000,false
120,618,465,2021-08-20 21:30:00.000,"14€",2,2021-06-08 18:24:39.000,false
121,618,465,2021-08-21 21:30:00.000,"14€",2,2021-06-08 18:24:39.000,false
122,618,465,2021-08-22 21:30:00.000,"14€",2,2021-06-08 18:24:40.000,false
123,618,465,2021-08-26 21:30:00.000,"14€",2,2021-06-08 18:24:40.000,false
124,618,465,2021-08-27 21:30:00.000,"14€",2,2021-06-08 18:24:40.000,false
125,618,465,2021-08-28 21:30:00.000,"14€",2,2021-06-08 18:24:41.000,false
126,618,465,2021-08-29 21:30:00.000,"14€",2,2021-06-08 18:24:41.000,false
127,618,465,2021-09-02 21:30:00.000,"14€",2,2021-06-08 18:24:41.000,false
128,618,465,2021-09-03 21:30:00.000,"14€",2,2021-06-08 18:24:42.000,false
129,618,465,2021-09-04 21:30:00.000,"14€",2,2021-06-08 18:24:42.000,false
130,618,465,2021-09-05 21:30:00.000,"14€",2,2021-06-08 18:24:42.000,false
131,619,418,2021-06-18 21:00:00.000,"",2,2021-06-08 18:24:57.000,false
132,619,418,2021-06-19 21:00:00.000,"",2,2021-06-08 18:24:58.000,false
133,619,418,2021-06-20 21:00:00.000,"",2,2021-06-08 18:24:58.000,false
134,620,425,2021-06-11 21:15:00.000,από15€,2,2021-06-08 18:25:09.000,false
135,620,425,2021-06-12 21:15:00.000,από15€,2,2021-06-08 18:25:09.000,false
136,620,419,2021-06-18 21:15:00.000,από15€,2,2021-06-08 18:25:10.000,false
137,620,419,2021-06-19 21:15:00.000,από15€,2,2021-06-08 18:25:10.000,false
138,621,425,2021-06-18 21:15:00.000,από 12€,2,2021-06-08 18:25:29.000,false
139,621,466,2021-06-21 21:15:00.000,από 12€,2,2021-06-08 18:25:29.000,false
140,621,466,2021-06-22 21:15:00.000,από 12€,2,2021-06-08 18:25:30.000,false
141,621,466,2021-06-23 21:15:00.000,από 12€,2,2021-06-08 18:25:30.000,false
142,621,466,2021-06-28 21:15:00.000,από 12€,2,2021-06-08 18:25:30.000,false
143,621,466,2021-06-29 21:15:00.000,από 12€,2,2021-06-08 18:25:31.000,false
144,621,466,2021-06-30 21:15:00.000,από 12€,2,2021-06-08 18:25:31.000,false
145,621,466,2021-07-05 21:15:00.000,από 12€,2,2021-06-08 18:25:31.000,false
146,621,466,2021-07-06 21:15:00.000,από 12€,2,2021-06-08 18:25:32.000,false
147,621,466,2021-07-07 21:15:00.000,από 12€,2,2021-06-08 18:25:32.000,false
148,621,467,2021-07-10 21:15:00.000,από 12€,2,2021-06-08 18:25:32.000,false
149,621,460,2021-07-11 21:15:00.000,από 12€,2,2021-06-08 18:25:33.000,false
150,622,468,2021-06-20 21:00:00.000,"10€",2,2021-06-08 18:25:49.000,false
151,622,468,2021-06-27 21:00:00.000,"10€",2,2021-06-08 18:25:49.000,false
152,622,468,2021-07-04 21:00:00.000,"10€",2,2021-06-08 18:25:49.000,false
153,622,468,2021-07-11 21:00:00.000,"10€",2,2021-06-08 18:25:50.000,false
154,622,468,2021-07-18 21:00:00.000,από8€,2,2021-06-08 18:25:50.000,false
155,622,428,2021-07-27 21:00:00.000,από8€,2,2021-06-08 18:25:50.000,false
156,622,469,2021-08-26 19:45:00.000,"10€",2,2021-06-08 18:25:51.000,false
157,622,469,2021-08-26 21:30:00.000,"10€",2,2021-06-08 18:25:51.000,false
158,622,454,2021-08-30 20:30:00.000,"10€",2,2021-06-08 18:25:51.000,false
159,622,470,2021-08-31 20:30:00.000,"10€",2,2021-06-08 18:25:52.000,false
160,622,471,2021-09-01 20:30:00.000,"10€",2,2021-06-08 18:25:52.000,false
161,622,456,2021-09-02 20:30:00.000,"10€",2,2021-06-08 18:25:53.000,false
162,623,428,2021-06-22 21:30:00.000,από 15€,2,2021-06-08 18:26:04.000,false
163,623,424,2021-07-04 21:30:00.000,από 15€,2,2021-06-08 18:26:04.000,false
164,624,466,2021-06-25 21:30:00.000,από 12€,2,2021-06-08 18:26:20.000,false
165,624,466,2021-06-26 21:30:00.000,από 12€,2,2021-06-08 18:26:20.000,false
166,624,466,2021-06-27 21:30:00.000,από 12€,2,2021-06-08 18:26:20.000,false
167,624,466,2021-07-02 21:30:00.000,από 12€,2,2021-06-08 18:26:21.000,false
168,624,466,2021-07-03 21:30:00.000,από 12€,2,2021-06-08 18:26:21.000,false
169,624,466,2021-07-04 21:30:00.000,από 12€,2,2021-06-08 18:26:21.000,false
170,624,425,2021-07-13 21:15:00.000,από 15€,2,2021-06-15 14:23:57.000,false
171,624,472,2021-07-16 21:15:00.000,από 15€,2,2021-06-15 14:23:58.000,false
172,624,428,2021-07-19 21:15:00.000,από 15€,2,2021-06-15 14:23:59.000,false
173,624,419,2021-07-21 21:15:00.000,από 15€,2,2021-06-15 14:23:59.000,false
174,624,443,2021-07-26 21:15:00.000,από 15€,2,2021-06-15 14:24:00.000,false
175,624,473,2021-07-27 21:15:00.000,από 15€,2,2021-06-15 14:24:00.000,false
176,624,422,2021-07-28 21:15:00.000,από 15€,2,2021-06-15 14:24:01.000,false
177,624,422,2021-07-29 21:15:00.000,από 15€,2,2021-06-15 14:24:01.000,false
178,624,474,2021-07-30 21:15:00.000,από 15€,2,2021-06-15 14:24:01.000,false
179,624,475,2021-07-31 21:15:00.000,από 15€,2,2021-06-15 14:24:02.000,false
180,624,476,2021-08-01 21:15:00.000,από 15€,2,2021-06-15 14:24:02.000,false
181,624,477,2021-08-02 21:15:00.000,από 15€,2,2021-06-15 14:24:02.000,false
182,624,449,2021-08-04 21:15:00.000,από 15€,2,2021-06-15 14:24:03.000,false
183,624,429,2021-08-05 21:15:00.000,από 15€,2,2021-06-15 14:24:03.000,false
184,624,426,2021-08-09 21:15:00.000,από 15€,2,2021-06-15 14:24:03.000,false
185,625,478,2021-06-09 19:00:00.000,"5€",2,2021-06-08 18:26:47.000,false
186,625,479,2021-06-10 19:15:00.000,"5€",2,2021-06-08 18:26:47.000,false
187,625,480,2021-06-11 19:30:00.000,"5€",2,2021-06-08 18:26:48.000,false
188,626,425,2021-06-16 21:00:00.000,"8€",2,2021-06-08 18:27:05.000,false
189,626,450,2021-06-23 21:00:00.000,"8€",2,2021-06-08 18:27:05.000,false
190,626,417,2021-06-24 21:00:00.000,"8€",2,2021-06-08 18:27:05.000,false
191,626,428,2021-06-27 21:00:00.000,"8€",2,2021-06-08 18:27:05.000,false
192,626,481,2021-06-28 21:00:00.000,"8€",2,2021-06-08 18:27:06.000,false
193,626,424,2021-06-30 21:00:00.000,"8€",2,2021-06-08 18:27:06.000,false
194,626,482,2021-07-02 21:00:00.000,"8€",2,2021-06-08 18:27:07.000,false
195,626,483,2021-07-05 21:00:00.000,"8€",2,2021-06-08 18:27:07.000,false
196,626,484,2021-07-08 21:00:00.000,"8€",2,2021-06-08 18:27:08.000,false
197,626,438,2021-07-09 21:00:00.000,"8€",2,2021-06-08 18:27:08.000,false
198,626,435,2021-07-10 21:00:00.000,"8€",2,2021-06-08 18:27:09.000,false
199,626,452,2021-07-11 21:00:00.000,"8€",2,2021-06-08 18:27:09.000,false
200,626,432,2021-07-12 21:00:00.000,"8€",2,2021-06-08 18:27:09.000,false
201,626,370,2021-07-19 21:00:00.000,"8€",2,2021-06-08 18:27:09.000,false
202,626,453,2021-07-21 21:00:00.000,"8€",2,2021-06-08 18:27:10.000,false
203,626,464,2021-07-26 21:00:00.000,"8€",2,2021-06-08 18:27:10.000,false
204,626,485,2021-07-28 21:00:00.000,"8€",2,2021-06-08 18:27:11.000,false
205,626,429,2021-07-29 21:00:00.000,"8€",2,2021-06-08 18:27:11.000,false
206,626,486,2021-07-31 21:15:00.000,"10€",2,2021-06-09 14:21:11.000,false
207,626,486,2021-08-01 21:15:00.000,"10€",2,2021-06-09 14:21:12.000,false
208,626,463,2021-08-04 21:15:00.000,"8€",2,2021-06-08 18:27:12.000,false
209,626,487,2021-08-05 21:15:00.000,"8€",2,2021-06-08 18:27:12.000,false
210,626,488,2021-08-07 21:15:00.000,"8€",2,2021-06-08 18:27:13.000,false
211,626,447,2021-08-09 21:30:00.000,"8€",2,2021-06-08 18:27:13.000,false
212,626,448,2021-08-10 21:30:00.000,"8€",2,2021-06-08 18:27:13.000,false
213,626,489,2021-08-11 21:30:00.000,"8€",2,2021-06-08 18:27:14.000,false
214,626,467,2021-08-12 21:30:00.000,"8€",2,2021-06-08 18:27:14.000,false
215,626,460,2021-08-13 21:30:00.000,"8€",2,2021-06-08 18:27:14.000,false
216,626,490,2021-08-14 21:30:00.000,"8€",2,2021-06-08 18:27:15.000,false
217,626,491,2021-08-16 21:15:00.000,"8€",2,2021-06-08 18:27:15.000,false
218,626,475,2021-08-17 21:15:00.000,"8€",2,2021-06-08 18:27:16.000,false
219,626,473,2021-08-18 21:15:00.000,"8€",2,2021-06-08 18:27:16.000,false
220,626,476,2021-08-20 21:15:00.000,"8€",2,2021-06-08 18:27:16.000,false
221,627,482,2021-06-17 21:15:00.000,"12€",2,2021-06-08 18:27:33.000,false
222,627,417,2021-06-22 21:15:00.000,"12€",2,2021-06-08 18:27:33.000,false
223,627,425,2021-06-23 21:15:00.000,"12€",2,2021-06-08 18:27:33.000,false
224,627,428,2021-06-30 21:15:00.000,"12€",2,2021-06-08 18:27:34.000,false
225,627,424,2021-07-06 21:15:00.000,"12€",2,2021-06-08 18:27:34.000,false
226,627,450,2021-07-07 21:15:00.000,"12€",2,2021-06-08 18:27:34.000,false
227,627,481,2021-07-08 21:15:00.000,"12€",2,2021-06-08 18:27:35.000,false
228,627,492,2021-07-11 21:15:00.000,"12€",2,2021-06-08 18:27:35.000,false
229,627,493,2021-07-12 21:15:00.000,"12€",2,2021-06-08 18:27:36.000,false
230,627,423,2021-07-13 21:15:00.000,"12€",2,2021-06-08 18:27:36.000,false
231,627,477,2021-07-14 21:15:00.000,"12€",2,2021-06-08 18:27:36.000,false
232,627,476,2021-07-15 21:15:00.000,"12€",2,2021-06-08 18:27:36.000,false
233,627,436,2021-07-16 21:15:00.000,"12€",2,2021-06-08 18:27:37.000,false
234,627,435,2021-07-17 21:15:00.000,"12€",2,2021-06-08 18:27:37.000,false
235,627,452,2021-07-18 21:15:00.000,"12€",2,2021-06-08 18:27:37.000,false
236,627,438,2021-07-19 21:15:00.000,"12€",2,2021-06-08 18:27:38.000,false
237,627,432,2021-07-21 21:15:00.000,"12€",2,2021-06-08 18:27:38.000,false
238,627,494,2021-07-22 21:15:00.000,"12€",2,2021-06-08 18:27:38.000,false
239,627,495,2021-07-23 21:15:00.000,"12€",2,2021-06-08 18:27:39.000,false
240,627,446,2021-07-24 21:15:00.000,"12€",2,2021-06-08 18:27:39.000,false
241,627,473,2021-07-25 21:15:00.000,"12€",2,2021-06-08 18:27:39.000,false
242,627,464,2021-07-28 21:15:00.000,"12€",2,2021-06-08 18:27:40.000,false
243,627,488,2021-07-29 21:15:00.000,"12€",2,2021-06-08 18:27:40.000,false
244,627,453,2021-07-30 21:15:00.000,"12€",2,2021-06-08 18:27:40.000,false
245,627,496,2021-07-31 21:15:00.000,"12€",2,2021-06-08 18:27:41.000,false
246,627,489,2021-08-01 21:30:00.000,"12€",2,2021-06-08 18:27:41.000,false
247,627,448,2021-08-02 21:30:00.000,"12€",2,2021-06-08 18:27:42.000,false
248,627,460,2021-08-03 21:30:00.000,"12€",2,2021-06-08 18:27:42.000,false
249,627,467,2021-08-04 21:30:00.000,"12€",2,2021-06-08 18:27:42.000,false
250,627,490,2021-08-05 21:30:00.000,"12€",2,2021-06-08 18:27:42.000,false
251,627,447,2021-08-06 21:30:00.000,"12€",2,2021-06-08 18:27:43.000,false
252,627,497,2021-08-08 21:15:00.000,"12€",2,2021-06-08 18:27:43.000,false
253,627,498,2021-08-09 21:15:00.000,"12€",2,2021-06-08 18:27:44.000,false
254,627,463,2021-08-11 21:15:00.000,"12€",2,2021-06-08 18:27:44.000,false
255,627,487,2021-08-12 21:15:00.000,"12€",2,2021-06-08 18:27:44.000,false
256,627,370,2021-08-16 21:15:00.000,"12€",2,2021-06-08 18:27:45.000,false
257,627,429,2021-08-17 21:15:00.000,"12€",2,2021-06-08 18:27:45.000,false
258,627,499,2021-08-18 21:15:00.000,"12€",2,2021-06-08 18:27:45.000,false
259,627,500,2021-08-19 21:15:00.000,"12€",2,2021-06-08 18:27:46.000,false
260,627,491,2021-08-20 21:15:00.000,"12€",2,2021-06-08 18:27:46.000,false
261,627,431,2021-08-22 21:15:00.000,"12€",2,2021-06-08 18:27:46.000,false
262,627,442,2021-08-23 21:15:00.000,"12€",2,2021-06-08 18:27:47.000,false
263,627,422,2021-08-25 21:15:00.000,"12€",2,2021-06-08 18:27:47.000,false
264,627,422,2021-08-26 21:15:00.000,"12€",2,2021-06-08 18:27:47.000,false
265,627,501,2021-08-30 21:15:00.000,"12€",2,2021-06-08 18:27:48.000,false
266,627,502,2021-09-01 21:15:00.000,"12€",2,2021-06-08 18:27:48.000,false
267,628,503,2021-06-09 18:30:00.000,από8€,2,2021-06-08 18:28:08.000,false
268,628,503,2021-06-11 18:30:00.000,από8€,2,2021-06-08 18:28:09.000,false
269,628,503,2021-06-14 18:30:00.000,από8€,2,2021-06-08 18:28:09.000,false
270,628,503,2021-06-16 18:30:00.000,από8€,2,2021-06-08 18:28:09.000,false
271,628,503,2021-06-18 18:30:00.000,από8€,2,2021-06-08 18:28:10.000,false
272,628,503,2021-06-21 18:30:00.000,από8€,2,2021-06-08 18:28:10.000,false
273,628,503,2021-06-23 18:30:00.000,από8€,2,2021-06-08 18:28:10.000,false
274,628,503,2021-06-25 18:30:00.000,από8€,2,2021-06-08 18:28:10.000,false
275,628,503,2021-06-28 18:30:00.000,από8€,2,2021-06-08 18:28:11.000,false
276,628,503,2021-06-30 18:30:00.000,από8€,2,2021-06-08 18:28:11.000,false
277,628,503,2021-07-02 18:30:00.000,από8€,2,2021-06-08 18:28:11.000,false
278,628,503,2021-07-05 18:30:00.000,από8€,2,2021-06-08 18:28:12.000,false
279,628,503,2021-07-07 18:30:00.000,από8€,2,2021-06-08 18:28:12.000,false
280,628,503,2021-07-09 18:30:00.000,από8€,2,2021-06-08 18:28:12.000,false
281,628,503,2021-07-12 18:30:00.000,από8€,2,2021-06-08 18:28:13.000,false
282,628,503,2021-07-14 18:30:00.000,από8€,2,2021-06-08 18:28:13.000,false
283,628,503,2021-07-16 18:30:00.000,από8€,2,2021-06-08 18:28:13.000,false
284,628,503,2021-07-19 18:30:00.000,από8€,2,2021-06-08 18:28:14.000,false
285,628,503,2021-07-21 18:30:00.000,από8€,2,2021-06-08 18:28:14.000,false
286,628,503,2021-07-23 18:30:00.000,από8€,2,2021-06-08 18:28:14.000,false
287,628,503,2021-07-26 18:30:00.000,από8€,2,2021-06-08 18:28:14.000,false
288,628,503,2021-07-28 18:30:00.000,από8€,2,2021-06-08 18:28:15.000,false
289,628,503,2021-07-30 18:30:00.000,από8€,2,2021-06-08 18:28:15.000,false
290,630,504,2021-06-11 19:00:00.000,"6€",2,2021-06-08 18:28:51.000,false
291,630,504,2021-06-12 19:00:00.000,"6€",2,2021-06-08 18:28:51.000,false
292,630,505,2021-06-13 20:00:00.000,"6€",2,2021-06-08 18:28:51.000,false
293,631,506,2021-06-11 21:30:00.000,από8€,2,2021-06-08 18:29:02.000,false
294,631,506,2021-06-12 21:30:00.000,από8€,2,2021-06-08 18:29:03.000,false
295,632,425,2021-07-01 21:15:00.000,από 15€,2,2021-06-15 14:21:33.000,false
296,632,507,2021-07-02 21:15:00.000,από 15€,2,2021-06-09 14:14:49.000,false
297,632,508,2021-07-03 21:15:00.000,από 15€,2,2021-06-09 14:14:50.000,false
298,632,477,2021-07-04 21:15:00.000,από 15€,2,2021-06-09 14:14:50.000,false
299,632,473,2021-07-14 21:15:00.000,από 15€,2,2021-06-09 14:14:50.000,false
300,632,434,2021-07-15 21:15:00.000,από 15€,2,2021-06-09 14:14:51.000,false
301,632,439,2021-07-16 21:15:00.000,από 15€,2,2021-06-09 14:14:51.000,false
302,632,436,2021-07-17 21:15:00.000,από 15€,2,2021-06-09 14:14:51.000,false
303,632,435,2021-07-18 21:15:00.000,από 15€,2,2021-06-09 14:14:52.000,false
304,632,509,2021-07-19 21:15:00.000,από 15€,2,2021-06-09 14:14:52.000,false
305,632,509,2021-07-20 21:15:00.000,από 15€,2,2021-06-09 14:14:52.000,false
306,632,510,2021-07-21 21:15:00.000,από 15€,2,2021-06-09 14:14:53.000,false
307,632,511,2021-07-22 21:15:00.000,από 15€,2,2021-06-09 14:14:53.000,false
308,632,491,2021-07-23 21:15:00.000,από 15€,2,2021-06-09 14:14:54.000,false
309,632,475,2021-07-24 21:15:00.000,από 15€,2,2021-06-09 14:14:54.000,false
310,632,512,2021-07-25 21:15:00.000,από 15€,2,2021-06-09 14:14:54.000,false
311,632,417,2021-07-27 21:15:00.000,από 15€,2,2021-06-09 14:14:55.000,false
312,632,428,2021-07-29 21:15:00.000,από 15€,2,2021-06-09 14:14:55.000,false
313,613,513,2021-08-02 21:30:00.000,από 15€,2,2021-06-09 14:16:05.000,false
314,613,513,2021-08-03 21:30:00.000,από 15€,2,2021-06-09 14:16:05.000,false
315,613,510,2021-08-07 21:00:00.000,από 15€,2,2021-06-09 14:16:06.000,false
