"ID","Fullname","SystemID","timestamp","HairColor","Height","EyeColor","Weight","Languages","Description","Bio","Birthdate","Roles","IsClaimed","ClaimingStatus"
17943,Nikos  Dafnis ,13,2024-01-19 17:49:06.121,,,,,,,,,"{Actor,Director}",false,0
17944,Margarita  Soldatou ,13,2024-01-19 17:49:06.121,,,,,,,,,{Actress},false,0
17945,Dora  Volanaki ,13,2024-01-19 17:49:06.121,,,,,,,,,{Actress},false,0
17946,Alexandra  Ladikou ,13,2024-01-19 17:49:06.121,,,,,,,,,{Actress},false,0
17947,Giorgos  Souxes ,13,2024-01-19 17:49:06.121,,,,,,,,,"{Actor,Director}",false,0
17948,Stella  Karamperopoulou ,13,2024-01-19 17:49:06.121,,,,,,,,,{Actress},false,0
17949,Giannis  Voulgarakis ,13,2024-01-19 17:49:06.121,,,,,,,,,{Actor},false,0
17950,Antonis  Kouvaris ,13,2024-01-19 17:49:06.121,,,,,,,,,"{""Production Manager""}",false,0
17951,Christina  Fronista ,13,2024-01-19 17:49:06.121,,,,,,,,,{Actress},false,0
17952,Yianis  Charbatsis ,13,2024-01-19 17:49:06.121,,,,,,,,,"{Actor,Director}",false,0
17953,Giannis  Kolios ,13,2024-01-19 17:49:06.121,,,,,,,,,"{""St Assistant Director"",Director}",false,0
17954,Daphne  Lambrogianni ,13,2024-01-19 17:49:06.121,,,,,,,,,{Actress},false,0
17955,Argiris  Thanasoulas ,13,2024-01-19 17:49:06.121,,,,,,,,,"{Actor,Director}",false,0
17956,Dimitris  Thimiopoulos ,13,2024-01-19 17:49:06.121,,,,,,,,,{Director},false,0
17957,Stavros  Psillakis ,13,2024-01-19 17:49:06.121,,,,,"{""French Well"",""English Fair"",""Greek Native Speaker""}",,,,"{Director,Producer}",false,0
17958,Katerina  Papanikolaou ,13,2024-01-19 17:49:06.121,,,,,,,,,"{""Costume Designer""}",false,0
17959,Maria  Gramatikou ,13,2024-01-19 17:49:06.121,,,,,,,,,"{Director,Actress}",false,0
17960,Pepi  Moschovakou ,13,2024-01-19 17:49:06.121,,,,,,,,,"{Actress,Director}",false,0
17961,Dimitra  Christoyianopoulou ,13,2024-01-19 17:49:06.121,,,,,,,,,{Actress},false,0
17962,Giorgos  Papagiannopoulos ,13,2024-01-19 17:49:06.121,,,,,,,,,{Gaffer},false,0
19021,Iliana  Nomikou,13,2024-01-19 20:14:52.594,,,,,,,,,{Actress},false,0
19022,Lina  Kalpazidou,13,2024-01-19 20:14:52.594,,,,,,,,,{Actress},false,0
19023,Sonia  Kotidou,13,2024-01-19 20:14:52.594,,,,,,,,,{Actress},false,0
19024,Aggelos  Karanikolas,13,2024-01-19 20:14:52.594,,,,,,,,,{Actor},false,0
19025,Konstantina  Kastellou,13,2024-01-19 20:14:52.594,,,,,,,,,"{Choreographer,Kinesiologist,Actress,Director,Performer}",false,0
19026,Dimitra  Soumi,13,2024-01-19 20:14:52.594,,,,,,,,,{Actress},false,0
17963,Vasilis  Athanasopoulos ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Boom Operator""}",false,0
17964,Agis  Panagiotou ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Costume Designer""}",false,0
17965,Athina  Pournara ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Costume Designer"",""Assistant Costume Designer"",Styling}",false,0
17966,Aspa  Karyotoglou ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Set Designer""}",false,0
17967,Andre  Bendocchi Alves ,13,2024-01-19 17:50:56.749,,,,,,,,,{Editor},false,0
17968,Giannis  Korakas ,13,2024-01-19 17:50:56.749,,,,,,,,,{Composer},false,0
17969,Giannis  Trambidis ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Actor,Director}",false,0
17970,Dimitrios  Amesos ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
17971,Agapios  Agapiou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
17972,Giorgos  Demertzis ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
17973,Ioannis  Karras ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Actor,""Set Designer"",""Costume Designer"",""Acting Coach""}",false,0
17974,Lafina  Tzelepi ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
17975,Giorgos  Lykiardopoulos ,13,2024-01-19 17:50:56.749,,,,,,,,,{Producer},false,0
17976,Alexandros  Voulgaris ,13,2024-01-19 17:50:56.749,,,,,,,,,{Director},false,0
17977,Kostas  Charalambous ,13,2024-01-19 17:50:56.749,,,,,,,,,{Director},false,0
17978,Myrto  Kamilaki ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
17979,Giorgos  Alabanos ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""St Assistant Director""}",false,0
17981,Marika  Deligiani ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
17982,Melpo  Zarokosta ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Actress,Writer}",false,0
17983,Dimitris  Molyviatis ,13,2024-01-19 17:50:56.749,,,,,,,,,{Producer},false,0
17984,Katrianna  Pandeli ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Actress,Director,""St Assistant Director""}",false,0
17985,Persa  Katarachia ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
17986,Lucy Anna  Elliott ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
17987,Eleftherios  Skoutaris ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
17988,Konstantinos  Rodios ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Amateur Actor""}",false,0
17989,Julia  Barka ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Actress,""Musician Singer""}",false,0
17990,Katerina  Savrani ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
17991,Menelaos  Hazarakis ,13,2024-01-19 17:50:56.749,Brown,"180 cm",Brown,"82 kg","{""English Well"",""Greek Native Speaker""}",,,,{Actor},false,0
17992,Cristina  Hatziharalampous ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Director,""Screenplay Writer""}",false,0
17993,Manolis  Emmanouel ,13,2024-01-19 17:50:56.749,Brown,"180 cm",Brown,"75 kg","{""Greek Native Speaker"",""English Been Living Between London And Athens For The Past Two Decades Cambridge Proficiency Fluent"",""Italian Fair"",""Spanish Fair""}",,,,{Actor},false,0
17994,Despina  Gianopoulou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
17995,Kiki  Pitta ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Set Designer"",""Costume Designer""}",false,0
17996,Giorgos  Vitsanis ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
17997,Giorgos  Gavalas ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Set Designer""}",false,0
17998,Michalis  Marinos ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
17999,Fotis  Nikolaou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Choreographer},false,0
18000,Valia  Papachristou ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Dancer,Choreographer}",false,0
18001,Anna  Vissi ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Musician Singer""}",false,0
18002,Mihail  Anthis ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Actor,""Musician Singer"",Director,Writer,""Screenplay Writer""}",false,0
18003,Alexandros  Panagis ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
18004,Antonis  Dourakis ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
18005,Anna  Gibi ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18006,Salome  Aroditou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18007,Giorgos  Afendakis ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
18008,Lefteris  Papadopoulos ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Actor,""Musician Singer""}",false,0
18009,Despina  Polykandritou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18010,Giorgos  Samolis ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
18011,Lamprini  Agiannitou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18012,Aristidis  Karapanagiotis ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
18013,Anna  Lambrinidi ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18014,Haris  Papas ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
18015,Anna  Patzelil ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18016,Giannis  Simitzis ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
18017,Nikos  Drosakis ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
18018,�rini  Tzanetoulakou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18019,Notina  Kontogiani ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18020,Sofia  Konsta ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18021,Giorgos  Grammatikos ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Steadicam Operator"",""Equipment Rental""}",false,0
18022,Syllas  Tzoumerkas ,13,2024-01-19 17:50:56.749,,,,,,,,,{Director},false,0
18023,Alexandra  Dafi ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18024,Vasilis  Tsaglos ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
17980,Antonis  Papadopoulos ,13,2024-01-19 17:50:56.749,,,,,,,,,,false,0
18025,Alexandra  Valopetropoulou ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Production Manager""}",false,0
18026,Dimitris  Liappis ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Set Designer"",""Production Assistant""}",false,0
18027,Dominiki  Vasiageorgi ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Costume Designer""}",false,0
18028,Eleni  Kiousi ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Assistant Costume Designer""}",false,0
18029,Andreas  Syrogiannis ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Prop Man""}",false,0
18030,Antonis  Samaras ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Sound Recordist""}",false,0
18031,Georges  Salameh ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Set Photographer"",Director}",false,0
18032,Giannis  Zouganelis ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Actor,Musician,Composer}",false,0
18033,Alexia  Veronikiadou ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Amateur Actor""}",false,0
18034,Foteini  Karagkouni ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18035,Angela  Sakellariou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18036,Nikos  Katis ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Actor,Director}",false,0
18037,Kika  Karabela ,13,2024-01-19 17:50:56.749,,,,,"{""Greek Native Speaker"",""English Proficiency Of Cambridge Well""}",,,,"{""Costume Designer"",Styling,""Set Designer""}",false,0
18038,Maria  Verdouka ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Set Designer"",""Assistant Set Designer""}",false,0
18039,Angelos  Efthymiou ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Assistant Set Designer"",Actor}",false,0
18040,Agamemnon  Zakos ,13,2024-01-19 17:50:56.749,,,,,,,,,{Grip},false,0
18041,Dominique  Colin ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Director Of Photography""}",false,0
18042,Dannielle  Vuirin ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Makeup Artist""}",false,0
18043,Dimitra  Lambretsa ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Set Designer""}",false,0
18044,Eleni  Kalomiri ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18045,Evi  Ioanidou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18046,Maria  Paleologou ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Actress,""Musician Singer""}",false,0
18047,Tilemahos  Moudatsakis ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Director,Writer,""Theater Researcher""}",false,0
18048,John  Zervakos ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Sound Recordist""}",false,0
18049,Vasilis  Blioumis ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Director,Producer}",false,0
18050,Costas  Ferris ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Director,Producer}",false,0
18051,Grigoris  Athanasiou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Producer},false,0
18052,Giorgos  Gaitanidis ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
18053,Dimitris  Kokkas ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Director Of Photography""}",false,0
18054,Vasilis  Mavrogeorgiou ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Actor,Writer,Director}",false,0
18055,Stella  Pozapalidou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18056,Vasilis  Veloudos ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
18057,Giouli  Kallivretaki ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18058,Arkadia  Psalti ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18059,Iro  Michalakakou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18060,Aria  Menegaki ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18061,Anna  Halkia ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18062,Margarita  Grillis ,13,2024-01-19 17:50:56.749,Blonde,"165 cm",Hazel,"56 kg","{""Greek Native Speaker"",""English Native Speaker"",""German Fair"",""Spanish Little""}",,,,"{Actress,""Voice Actress""}",false,0
18063,Artemis  Psari ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18064,Peggy  Lamprinidou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18065,Maria  Frangou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18066,Mirella  Papaoikonomou ,13,2024-01-19 17:50:56.749,,,,,,,,,"{""Screenplay Writer""}",false,0
18067,Mihalis  Georgiou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
18068,Emilia  Emmanouil ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Actress,""Translator Italian"",Writer,""""}",false,0
18069,Tina  Alexopoulou ,13,2024-01-19 17:50:56.749,Blonde,"166 cm",Hazel,"53 kg","{""English Proficiency Fluent"",""French Delf Well"",""German Grundstuffe Fair"",""Greek Native Speaker""}",,,,{Actress},false,0
18070,Margarita  Amarantidi ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18071,Eva  Varsou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18072,Michalis  Kalampokis ,13,2024-01-19 17:50:56.749,,,,,,,,,"{Actor,Director}",false,0
18073,Lena  Karsiki ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actress},false,0
18074,Makis  Papadimitriou ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
18075,Giorgos  Seitaridis ,13,2024-01-19 17:50:56.749,,,,,,,,,{Actor},false,0
